time_from_start,number_of_rows_finished
329.6109573841095,28655
329.6227111816406,28687
329.81036162376404,28697
329.8216218948364,28729
330.0036063194275,28741
330.01964569091797,28754
330.13798999786377,28764
331.75632977485657,28796
332.06051778793335,28828
332.0851275920868,28838
332.1088798046112,28870
332.3052489757538,28876
332.5454113483429,28908
332.95882081985474,28921
334.0518457889557,28953
334.15526700019836,28956
334.3220043182373,28988
334.6409020423889,28998
334.75548481941223,29030
335.0722396373749,29040
335.10717606544495,29072
335.1810522079468,29074
335.834321975708,29106
336.14402174949646,29115
336.9243862628937,29147
337.02418541908264,29150
337.06975197792053,29182
337.36878085136414,29214
337.48016119003296,29227
337.6950674057007,29237
338.02552604675293,29269
338.3487696647644,29279
338.99803352355957,29311
339.2053527832031,29343
339.28956151008606,29375
339.40571451187134,29388
339.61299228668213,29398
339.6151258945465,29411
340.25590801239014,29443
340.58084082603455,29453
341.1845302581787,29485
341.254301071167,29487
341.4090950489044,29519
341.82823610305786,29532
342.4148762226105,29564
342.4149601459503,29596
342.73220562934875,29606
343.0842728614807,29638
343.4014148712158,29648
343.8522620201111,29680
343.9781801700592,29712
344.269464969635,29725
344.3260157108307,29736
344.6657121181488,29768
345.07335019111633,29800
345.08021545410156,29813
345.29654455184937,29820
345.96717500686646,29852
346.15289306640625,29884
346.39520144462585,29897
346.50061297416687,29908
347.00065326690674,29940
347.34280347824097,29950
347.4174499511719,29982
347.84398913383484,29995
348.5421118736267,30027
348.6371409893036,30059
348.83356642723083,30091
348.9196960926056,30123
348.9591598510742,30124
349.1478259563446,30134
349.56128549575806,30166
349.6358530521393,30198
349.67359828948975,30199
349.959951877594,30211
349.98824644088745,30221
350.80094289779663,30253
351.1166112422943,30285
351.13013887405396,30295
351.54143619537354,30327
351.6045994758606,30359
351.9289791584015,30369
352.1127698421478,30401
352.135790348053,30433
352.43522238731384,30442
352.4371199607849,30452
352.64133763313293,30484
352.7139172554016,30486
352.76107358932495,30496
352.9617338180542,30528
353.21316266059875,30536
353.7837381362915,30568
353.84421968460083,30600
353.92436385154724,30602
354.19653129577637,30615
354.35563468933105,30647
354.4956772327423,30679
354.79496479034424,30692
354.90249156951904,30705
355.40261149406433,30737
355.4476068019867,30769
355.6343619823456,30776
355.7364296913147,30785
355.8122510910034,30817
356.13607931137085,30827
356.43642950057983,30859
356.6567437648773,30891
356.76000475883484,30901
356.98457860946655,30911
357.8138313293457,30943
358.1023404598236,30975
358.1324768066406,30985
358.29436230659485,31017
358.42355251312256,31049
358.62470626831055,31059
359.10699677467346,31091
359.43156719207764,31123
359.46045756340027,31134
359.50090861320496,31136
359.80892038345337,31147
359.8170921802521,31157
360.20103311538696,31189
360.2423641681671,31221
360.5892150402069,31233
360.66451025009155,31246
361.2140383720398,31278
361.25568294525146,31279
361.5968635082245,31311
361.61884808540344,31343
361.6774399280548,31375
361.7621953487396,31380
361.94884300231934,31390
362.00382113456726,31400
362.25160789489746,31432
362.57524394989014,31442
362.9653944969177,31474
363.1326377391815,31506
363.49480724334717,31516
363.57478070259094,31548
363.575670003891,31580
363.9665353298187,31592
363.98843002319336,31624
364.02991914749146,31625
364.3597581386566,31635
364.52288126945496,31667
364.9757492542267,31699
365.29620599746704,31709
365.4851279258728,31741
365.8010103702545,31751
365.9536452293396,31783
365.99561858177185,31784
366.55836844444275,31816
366.8944442272186,31826
366.93632674217224,31858
367.0245637893677,31890
367.09412121772766,31892
367.2025623321533,31900
367.4972331523895,31932
367.88415002822876,31944
367.90748405456543,31976
368.2272582054138,31986
368.64238953590393,32018
368.667183637619,32050
368.9956386089325,32060
369.0280225276947,32072
369.40995168685913,32104
369.7332649230957,32136
369.73434615135193,32146
369.80257058143616,32148
370.10990023612976,32180
370.37833404541016,32188
370.60245156288147,32220
371.01652550697327,32233
371.274822473526,32265
371.3538866043091,32267
371.76568150520325,32299
372.11340141296387,32309
372.1193211078644,32341
372.30595993995667,32373
372.54224824905396,32386
372.7130880355835,32399
372.8161392211914,32431
373.18450379371643,32463
373.2347538471222,32476
373.542644739151,32487
373.59343791007996,32519
373.84395146369934,32526
374.08871603012085,32558
374.2463049888611,32590
374.38213992118835,32594
374.42308020591736,32604
374.5447986125946,32636
374.86868715286255,32646
375.08179664611816,32678
375.43568778038025,32710
375.4431426525116,32720
375.5129919052124,32722
375.536092042923,32754
375.94058322906494,32786
375.96052074432373,32798
376.2670166492462,32808
376.52952909469604,32840
376.5775799751282,32872
376.67654848098755,32874
376.87942266464233,32884
376.9871084690094,32916
377.3178424835205,32926
377.3647425174713,32958
377.9226043224335,32990
377.98317289352417,33022
378.3723087310791,33054
378.39295172691345,33086
378.72826409339905,33097
378.8618688583374,33101
378.9456157684326,33133
378.9937381744385,33165
379.1594605445862,33170
379.36223697662354,33183
379.458726644516,33215
379.69596219062805,33225
379.8777220249176,33237
379.8797037601471,33269
380.0298156738281,33273
380.31155610084534,33286
380.7570309638977,33318
380.9536609649658,33350
381.17282247543335,33382
381.4065492153168,33414
381.81466937065125,33446
381.9692759513855,33478
382.2876019477844,33510
382.30816769599915,33512
382.4094753265381,33515
382.4462378025055,33547
382.627245426178,33557
382.6467616558075,33563
382.94995522499084,33573
382.9671790599823,33583
383.2630383968353,33615
383.70195174217224,33628
384.119601726532,33641
384.3809084892273,33673
384.4681739807129,33705
384.5320599079132,33737
384.6983919143677,33747
384.79187846183777,33757
384.94759821891785,33770
385.8334286212921,33802
385.99281644821167,33834
386.150830745697,33844
386.50968527793884,33876
386.6717360019684,33908
386.8323264122009,33918
386.9649705886841,33927
387.0260417461395,33959
387.1288592815399,33962
387.4494206905365,33972
387.7621467113495,34004
387.83158564567566,34006
388.8264925479889,34038
388.9917824268341,34070
389.14689660072327,34080
389.1748242378235,34112
389.3986177444458,34125
389.49861216545105,34135
389.57031655311584,34167
389.73860812187195,34172
391.18333101272583,34204
391.3187165260315,34236
391.46234941482544,34268
391.55607438087463,34300
391.5942687988281,34313
391.7296004295349,34326
391.8728621006012,34336
391.8806383609772,34349
393.8721685409546,34381
393.9423670768738,34413
394.139053106308,34445
394.15793085098267,34454
394.2602686882019,34464
394.4639241695404,34474
395.962176322937,34506
396.06141328811646,34538
396.1032364368439,34570
396.18971157073975,34602
396.223920583725,34607
396.3670847415924,34620
396.45128631591797,34628
398.2115843296051,34660
398.21620535850525,34692
398.5310697555542,34702
398.61899852752686,34715
400.11088275909424,34747
400.2640919685364,34779
400.51746368408203,34792
400.6776330471039,34805
402.1971447467804,34837
402.5122673511505,34847
402.5482382774353,34879
402.9522614479065,34892
404.00456976890564,34924
404.16929960250854,34956
404.3215284347534,34966
404.5797963142395,34979
405.7627558708191,35011
406.08072876930237,35021
406.25146985054016,35053
406.3200705051422,35055
406.3647758960724,35087
406.7135338783264,35098
407.8965513706207,35130
407.9679276943207,35132
408.1659188270569,35164
408.31995153427124,35196
408.483412027359,35206
408.63485288619995,35216
409.9275846481323,35248
410.2445294857025,35258
410.2537670135498,35290
410.5734214782715,35300
410.74376606941223,35332
411.0599160194397,35342
412.2911787033081,35374
412.40898990631104,35406
412.60415387153625,35416
412.81863832473755,35429
412.90565824508667,35461
413.28675150871277,35473
414.4450595378876,35505
414.6904227733612,35537
414.76052379608154,35547
415.0946419239044,35560
415.18645906448364,35592
415.59797739982605,35605
416.26916885375977,35637
416.5886068344116,35647
416.6073491573334,35679
416.8636600971222,35711
417.14302492141724,35743
417.2778947353363,35756
417.4617636203766,35766
418.4029083251953,35798
418.57368302345276,35830
418.983580827713,35843
418.98363423347473,35875
419.20144486427307,35907
419.2394700050354,35908
419.3993375301361,35921
419.40313744544983,35953
419.54948925971985,35957
419.8758316040039,35967
421.0799660682678,35999
421.11124205589294,36031
421.215607881546,36063
421.3111798763275,36095
421.3811354637146,36097
421.4021008014679,36107
421.4403860569,36117
421.52985405921936,36127
423.0700604915619,36159
423.38531708717346,36169
423.52058601379395,36201
423.5587754249573,36233
423.62964034080505,36235
423.6911418437958,36267
423.73010063171387,36268
423.92591762542725,36281
425.2514374256134,36313
425.3755900859833,36345
425.5315899848938,36377
425.78195905685425,36390
425.8308928012848,36422
425.9646828174591,36426
426.2519783973694,36458
426.5667440891266,36468
426.634316444397,36470
427.59750747680664,36502
427.8513345718384,36510
427.9653277397156,36542
428.20545387268066,36574
428.2874276638031,36584
428.5261869430542,36594
428.59185218811035,36626
428.87545919418335,36635
429.37382674217224,36667
429.7785153388977,36680
430.3900399208069,36712
430.4052896499634,36744
430.4437427520752,36745
430.7116153240204,36755
430.898056268692,36787
431.21394515037537,36797
431.6004390716553,36829
431.91824293136597,36839
432.0484924316406,36871
432.14832639694214,36903
432.4614887237549,36916
432.5025269985199,36927
432.8732101917267,36959
433.0975179672241,36966
433.8021535873413,36998
434.1216244697571,37008
434.31278443336487,37040
434.3511629104614,37072
434.6486613750458,37081
434.7497682571411,37094
434.86386370658875,37126
435.1788249015808,37136
435.90244603157043,37168
435.9425401687622,37169
436.6798241138458,37201
436.8661730289459,37233
436.8929331302643,37265
437.09285283088684,37278
437.2456545829773,37288
438.0141439437866,37320
438.3305277824402,37330
438.5108308792114,37362
438.75470089912415,37394
438.82235980033875,37426
438.9187047481537,37439
439.167111158371,37449
440.27039074897766,37481
440.2805426120758,37513
440.5919313430786,37523
440.659791469574,37535
440.7294979095459,37567
440.7602005004883,37599
440.8919632434845,37603
441.0473048686981,37613
442.78194189071655,37645
442.8139750957489,37677
442.96694135665894,37709
442.9711968898773,37741
443.0654230117798,37749
443.3784394264221,37762
443.73846530914307,37775
444.86520290374756,37807
445.18541955947876,37817
445.5512261390686,37849
445.70119976997375,37881
445.8868088722229,37891
446.7279734611511,37923
447.01686811447144,37955
447.0529935359955,37965
447.42689871788025,37978
447.4777874946594,38010
447.6330840587616,38042
447.9913876056671,38053
448.75748467445374,38085
449.0785355567932,38095
449.23958468437195,38127
449.55700397491455,38137
449.82489490509033,38169
450.14813709259033,38179
450.3050720691681,38211
450.5037508010864,38217
450.93871879577637,38249
451.1955280303955,38257
451.45784735679626,38289
451.7943570613861,38299
451.9112274646759,38331
452.3132176399231,38344
452.32994413375854,38376
452.6476650238037,38386
452.96695351600647,38418
453.2893793582916,38428
453.5503942966461,38460
453.871244430542,38470
454.0573606491089,38502
454.3721876144409,38512
454.52151823043823,38544
455.11965680122375,38576
455.2010898590088,38578
455.2779846191406,38610
455.3467710018158,38612
455.5199148654938,38644
455.83560013771057,38654
455.85862493515015,38686
455.99695682525635,38691
456.26737427711487,38704
456.3254337310791,38736
456.68726682662964,38746
456.824777841568,38778
457.22983622550964,38791
457.73170614242554,38823
457.8266477584839,38855
458.06213784217834,38865
458.2516140937805,38897
458.2914524078369,38898
458.33845710754395,38930
458.57282638549805,38937
458.8292815685272,38969
459.06457448005676,39001
459.1814374923706,39012
459.50439405441284,39022
459.59472942352295,39054
460.17479062080383,39086
460.34394359588623,39118
460.52955985069275,39150
460.6008439064026,39182
460.6996736526489,39193
460.92541122436523,39203
461.1711542606354,39235
461.5392339229584,39267
461.56753754615784,39279
461.8604733943939,39289
461.9824070930481,39302
461.9922971725464,39306
462.3363585472107,39338
462.65245151519775,39370
462.6549725532532,39380
462.974791765213,39390
463.4321892261505,39422
463.4665548801422,39454
463.66481018066406,39486
463.7349760532379,39488
463.85828852653503,39500
463.99361181259155,39532
464.32685375213623,39542
464.4345860481262,39574
464.5766432285309,39578
464.87486600875854,39610
465.2764267921448,39642
465.5064787864685,39674
465.60946321487427,39706
465.8075761795044,39712
465.8084206581116,39721
465.8879961967468,39753
466.1110155582428,39760
466.40322160720825,39792
466.42311811447144,39802
466.57264828681946,39807
466.83293056488037,39839
466.91297578811646,39849
467.258962392807,39862
467.78684544563293,39894
467.84799671173096,39926
468.3941102027893,39958
468.7646267414093,39990
468.80402135849,39991
468.80779695510864,40023
468.8459138870239,40024
468.84949469566345,40056
469.1601243019104,40066
469.2592911720276,40079
469.2965269088745,40080
469.40721702575684,40112
469.51008462905884,40115
469.8341860771179,40125
470.62726354599,40157
470.84504413604736,40189
470.94732117652893,40192
470.98660826683044,40203
471.25479650497437,40235
471.60519886016846,40246
472.70198464393616,40278
472.8730549812317,40310
473.1223018169403,40323
473.26507115364075,40335
473.3242897987366,40367
473.36316180229187,40368
473.628112077713,40400
473.894775390625,40408
474.13030076026917,40440
474.473340511322,40450
475.0852060317993,40482
475.15545654296875,40484
475.19161772727966,40516
475.23207116127014,40548
475.51578283309937,40558
475.8389513492584,40590
476.17052245140076,40600
476.2461018562317,40632
476.5824131965637,40642
477.1340730190277,40674
477.4549489021301,40706
477.4996020793915,40738
477.6231846809387,40743
477.6664352416992,40775
477.76906061172485,40778
478.1453649997711,40810
478.3793487548828,40817
478.4948318004608,40849
478.84146189689636,40860
479.1567542552948,40870
479.4031858444214,40902
479.4366834163666,40934
479.4775502681732,40935
479.7317051887512,40945
479.98921728134155,40977
480.53013277053833,41009
480.56420493125916,41041
480.7333393096924,41073
481.0289993286133,41105
481.43993306159973,41118
481.49716091156006,41119
481.5604772567749,41151
481.75485587120056,41183
481.9723253250122,41196
482.089182138443,41206
482.1033275127411,41210
482.5730438232422,41242
482.81653594970703,41274
483.10823798179626,41306
483.1883113384247,41338
483.5740501880646,41370
483.77058959007263,41380
483.82450461387634,41412
483.9591522216797,41424
484.1104712486267,41456
484.14459562301636,41466
484.21087098121643,41469
484.46427178382874,41477
484.4677586555481,41487
485.55488181114197,41519
485.8065917491913,41551
485.88627529144287,41561
485.957528591156,41593
486.05560421943665,41625
486.0950493812561,41634
486.36258840560913,41647
486.46630454063416,41660
487.48214411735535,41692
487.66251373291016,41724
487.8565912246704,41730
488.1480894088745,41762
488.34119510650635,41794
488.48741912841797,41826
488.513897895813,41837
488.86870074272156,41849
489.03292441368103,41854
489.84576749801636,41886
490.1316044330597,41895
490.1546223163605,41927
490.37789726257324,41959
490.41631746292114,41960
490.57130336761475,41973
490.7072420120239,42005
491.0269613265991,42015
491.8487157821655,42047
492.0466125011444,42079
492.25590658187866,42092
492.368586063385,42102
492.416339635849,42134
492.48624873161316,42136
493.1880497932434,42168
493.51292610168457,42178
494.1869456768036,42210
494.39960384368896,42242
494.50480365753174,42252
494.7516305446625,42262
495.26187229156494,42294
495.33219742774963,42296
495.43794298171997,42328
495.75971937179565,42338
496.1833703517914,42370
496.4333462715149,42402
496.5089886188507,42412
496.77215790748596,42422
496.7924716472626,42454
497.075537443161,42463
497.2780032157898,42495
497.51593565940857,42527
497.60239124298096,42537
497.6824197769165,42542
498.16740012168884,42574
498.30246019363403,42578
498.59786558151245,42610
498.61521100997925,42642
498.6999809741974,42644
498.7152349948883,42676
498.97880697250366,42684
499.34324169158936,42716
499.6343822479248,42748
499.7272779941559,42780
500.00808691978455,42812
500.04104256629944,42825
500.0785641670227,42827
500.3592412471771,42859
500.46128153800964,42862
500.6277828216553,42867
500.7310206890106,42899
501.03969645500183,42931
501.0655002593994,42941
501.0817120075226,42942
501.3900022506714,42952
501.4170928001404,42962
501.937463760376,42994
502.106281042099,43026
502.2708842754364,43036
502.4192235469818,43068
502.42657947540283,43078
502.7354941368103,43088
503.08117151260376,43120
503.12121081352234,43121
503.2734396457672,43153
503.68847942352295,43166
504.2023470401764,43198
504.24089550971985,43230
504.4606862068176,43262
504.69162130355835,43294
504.85393834114075,43299
505.2137372493744,43331
505.25808095932007,43363
505.29643201828003,43364
505.4759364128113,43396
505.5363254547119,43406
505.5467891693115,43408
505.6125237941742,43418
505.6145417690277,43420
505.95309257507324,43433
506.3914005756378,43465
506.4938042163849,43468
506.9722969532013,43500
507.2701802253723,43532
507.2980465888977,43542
507.4000551700592,43574
507.5024163722992,43606
507.53203439712524,43610
507.67787289619446,43623
507.88386607170105,43635
508.3198435306549,43667
508.49715209007263,43672
508.8591022491455,43704
509.1314284801483,43736
509.21804761886597,43746
509.2755460739136,43778
509.2978174686432,43783
509.576411485672,43815
509.5954191684723,43825
509.9033696651459,43835
510.23660683631897,43867
510.63569498062134,43879
511.0222518444061,43911
511.02992701530457,43943
511.09247875213623,43945
511.35482001304626,43955
511.66996669769287,43987
511.997451543808,43997
512.9842040538788,44029
513.1844384670258,44061
513.3465671539307,44071
513.3684775829315,44103
513.4503445625305,44111
513.8585617542267,44143
514.0872976779938,44150
514.3599202632904,44182
514.6985218524933,44214
514.7505300045013,44225
515.1195573806763,44238
515.3467540740967,44270
515.5410761833191,44302
515.9340379238129,44312
515.9399530887604,44344
516.2577121257782,44354
516.8876514434814,44386
516.9755055904388,44418
517.2993593215942,44428
517.3570635318756,44460
517.7151436805725,44470
517.7802519798279,44502
517.9063365459442,44534
518.0959668159485,44544
518.2398011684418,44554
518.5975377559662,44564
519.0717904567719,44596
519.1938273906708,44628
519.3846709728241,44660
519.6248977184296,44692
520.0483195781708,44705
520.1095366477966,44737
520.2109446525574,44769
520.277509689331,44774
520.3125441074371,44777
520.3758664131165,44809
520.506406545639,44813
520.6274375915527,44823
520.8279967308044,44833
521.063282251358,44865
521.495621919632,44878
521.7687861919403,44910
521.9761953353882,44942
522.1432731151581,44947
522.2754933834076,44979
522.5727834701538,45011
522.6321845054626,45021
522.7146751880646,45025
522.8186178207397,45057
523.2391803264618,45070
523.3161108493805,45072
523.3989925384521,45104
523.4733114242554,45106
523.6345825195312,45138
523.7417073249817,45170
523.9638197422028,45180
524.0812985897064,45190
524.3479495048523,45222
524.7669062614441,45235
524.8059391975403,45267
525.0059006214142,45299
525.1102979183197,45331
525.1273412704468,45341
525.3112847805023,45347
525.3294036388397,45357
525.8287954330444,45389
526.1363716125488,45421
526.1648025512695,45431
526.411762714386,45463
526.4559509754181,45473
526.7337584495544,45483
526.9178290367126,45515
527.1738398075104,45547
527.3433361053467,45560
527.4960360527039,45570
527.9745738506317,45602
528.1591086387634,45634
528.2981970310211,45644
528.56507563591,45657
528.9689412117004,45689
529.2040481567383,45721
529.278249502182,45723
529.3933992385864,45736
529.4467480182648,45768
529.8671598434448,45781
530.2951517105103,45813
530.4442808628082,45845
530.8378505706787,45877
530.8950898647308,45909
531.2248022556305,45921
531.319146156311,45953
531.4990375041962,45985
531.5732398033142,45987
531.6386153697968,45997
531.7073404788971,45999
531.9043090343475,46008
532.8424158096313,46040
533.0664842128754,46072
533.2967460155487,46079
533.4012742042542,46111
533.6255970001221,46143
533.8152661323547,46156
533.8651165962219,46188
533.9460880756378,46198
534.2825615406036,46211
