epoch_sec,completed_in_bin,cumulative_completed
1758200287,0,0
1758200288,0,0
1758200289,0,0
1758200290,0,0
1758200291,0,0
1758200292,0,0
1758200293,0,0
1758200294,0,0
1758200295,0,0
1758200296,0,0
1758200297,0,0
1758200298,0,0
1758200299,0,0
1758200300,0,0
1758200301,0,0
1758200302,0,0
1758200303,0,0
1758200304,0,0
1758200305,0,0
1758200306,0,0
1758200307,0,0
1758200308,0,0
1758200309,0,0
1758200310,0,0
1758200311,0,0
1758200312,0,0
1758200313,0,0
1758200314,0,0
1758200315,0,0
1758200316,0,0
1758200317,0,0
1758200318,0,0
1758200319,0,0
1758200320,0,0
1758200321,0,0
1758200322,0,0
1758200323,0,0
1758200324,0,0
1758200325,0,0
1758200326,0,0
1758200327,0,0
1758200328,0,0
1758200329,0,0
1758200330,0,0
1758200331,0,0
1758200332,0,0
1758200333,0,0
1758200334,0,0
1758200335,0,0
1758200336,0,0
1758200337,0,0
1758200338,0,0
1758200339,0,0
1758200340,0,0
1758200341,0,0
1758200342,0,0
1758200343,0,0
1758200344,0,0
1758200345,0,0
1758200346,0,0
1758200347,0,0
1758200348,0,0
1758200349,0,0
1758200350,0,0
1758200351,0,0
1758200352,0,0
1758200353,0,0
1758200354,0,0
1758200355,0,0
1758200356,0,0
1758200357,0,0
1758200358,0,0
1758200359,0,0
1758200360,0,0
1758200361,0,0
1758200362,0,0
1758200363,0,0
1758200364,0,0
1758200365,0,0
1758200366,0,0
1758200367,0,0
1758200368,0,0
1758200369,0,0
1758200370,0,0
1758200371,0,0
1758200372,0,0
1758200373,0,0
1758200374,0,0
1758200375,0,0
1758200376,0,0
1758200377,0,0
1758200378,0,0
1758200379,0,0
1758200380,0,0
1758200381,0,0
1758200382,0,0
1758200383,0,0
1758200384,0,0
1758200385,0,0
1758200386,0,0
1758200387,0,0
1758200388,0,0
1758200389,0,0
1758200390,0,0
1758200391,0,0
1758200392,0,0
1758200393,0,0
1758200394,0,0
1758200395,0,0
1758200396,0,0
1758200397,0,0
1758200398,0,0
1758200399,0,0
1758200400,0,0
1758200401,0,0
1758200402,0,0
1758200403,0,0
1758200404,0,0
1758200405,0,0
1758200406,0,0
1758200407,0,0
1758200408,0,0
1758200409,0,0
1758200410,0,0
1758200411,0,0
1758200412,0,0
1758200413,0,0
1758200414,0,0
1758200415,0,0
1758200416,0,0
1758200417,0,0
1758200418,0,0
1758200419,0,0
1758200420,0,0
1758200421,0,0
1758200422,0,0
1758200423,0,0
1758200424,0,0
1758200425,0,0
1758200426,0,0
1758200427,0,0
1758200428,0,0
1758200429,0,0
1758200430,0,0
1758200431,0,0
1758200432,0,0
1758200433,0,0
1758200434,0,0
1758200435,0,0
1758200436,0,0
1758200437,0,0
1758200438,0,0
1758200439,0,0
1758200440,0,0
1758200441,0,0
1758200442,0,0
1758200443,0,0
1758200444,0,0
1758200445,0,0
1758200446,0,0
1758200447,0,0
1758200448,0,0
1758200449,0,0
1758200450,0,0
1758200451,0,0
1758200452,0,0
1758200453,0,0
1758200454,0,0
1758200455,0,0
1758200456,0,0
1758200457,0,0
1758200458,0,0
1758200459,0,0
1758200460,0,0
1758200461,0,0
1758200462,0,0
1758200463,0,0
1758200464,0,0
1758200465,0,0
1758200466,0,0
1758200467,0,0
1758200468,0,0
1758200469,0,0
1758200470,0,0
1758200471,0,0
1758200472,0,0
1758200473,0,0
1758200474,0,0
1758200475,0,0
1758200476,0,0
1758200477,0,0
1758200478,0,0
1758200479,0,0
1758200480,0,0
1758200481,0,0
1758200482,0,0
1758200483,0,0
1758200484,0,0
1758200485,0,0
1758200486,0,0
1758200487,0,0
1758200488,0,0
1758200489,0,0
1758200490,0,0
1758200491,0,0
1758200492,0,0
1758200493,0,0
1758200494,0,0
1758200495,0,0
1758200496,0,0
1758200497,0,0
1758200498,0,0
1758200499,0,0
1758200500,0,0
1758200501,0,0
1758200502,0,0
1758200503,0,0
1758200504,0,0
1758200505,0,0
1758200506,0,0
1758200507,0,0
1758200508,0,0
1758200509,0,0
1758200510,0,0
1758200511,0,0
1758200512,0,0
1758200513,0,0
1758200514,0,0
1758200515,0,0
1758200516,0,0
1758200517,0,0
1758200518,0,0
1758200519,0,0
1758200520,0,0
1758200521,0,0
1758200522,0,0
1758200523,0,0
1758200524,0,0
1758200525,0,0
1758200526,0,0
1758200527,0,0
1758200528,0,0
1758200529,0,0
1758200530,0,0
1758200531,0,0
1758200532,0,0
1758200533,0,0
1758200534,0,0
1758200535,0,0
1758200536,0,0
1758200537,0,0
1758200538,0,0
1758200539,0,0
1758200540,0,0
1758200541,0,0
1758200542,0,0
1758200543,0,0
1758200544,0,0
1758200545,0,0
1758200546,0,0
1758200547,0,0
1758200548,0,0
1758200549,0,0
1758200550,0,0
1758200551,0,0
1758200552,0,0
1758200553,0,0
1758200554,0,0
1758200555,0,0
1758200556,0,0
1758200557,0,0
1758200558,0,0
1758200559,0,0
1758200560,0,0
1758200561,0,0
1758200562,0,0
1758200563,0,0
1758200564,0,0
1758200565,0,0
1758200566,0,0
1758200567,0,0
1758200568,0,0
1758200569,0,0
1758200570,0,0
1758200571,0,0
1758200572,0,0
1758200573,0,0
1758200574,0,0
1758200575,0,0
1758200576,0,0
1758200577,0,0
1758200578,0,0
1758200579,0,0
1758200580,0,0
1758200581,0,0
1758200582,0,0
1758200583,0,0
1758200584,0,0
1758200585,0,0
1758200586,0,0
1758200587,0,0
1758200588,0,0
1758200589,0,0
1758200590,0,0
1758200591,0,0
1758200592,0,0
1758200593,0,0
1758200594,0,0
1758200595,0,0
1758200596,0,0
1758200597,0,0
1758200598,0,0
1758200599,0,0
1758200600,0,0
1758200601,0,0
1758200602,0,0
1758200603,0,0
1758200604,0,0
1758200605,0,0
1758200606,0,0
1758200607,0,0
1758200608,0,0
1758200609,0,0
1758200610,0,0
1758200611,0,0
1758200612,0,0
1758200613,0,0
1758200614,0,0
1758200615,0,0
1758200616,0,0
1758200617,0,0
1758200618,0,0
1758200619,0,0
1758200620,0,0
1758200621,0,0
1758200622,0,0
1758200623,0,0
1758200624,0,0
1758200625,0,0
1758200626,0,0
1758200627,0,0
1758200628,0,0
1758200629,0,0
1758200630,0,0
1758200631,0,0
1758200632,0,0
1758200633,0,0
1758200634,0,0
1758200635,0,0
1758200636,0,0
1758200637,0,0
1758200638,0,0
1758200639,0,0
1758200640,0,0
1758200641,0,0
1758200642,0,0
1758200643,0,0
1758200644,0,0
1758200645,0,0
1758200646,0,0
1758200647,0,0
1758200648,0,0
1758200649,0,0
1758200650,0,0
1758200651,0,0
1758200652,0,0
1758200653,0,0
1758200654,0,0
1758200655,0,0
1758200656,0,0
1758200657,0,0
1758200658,0,0
1758200659,0,0
1758200660,0,0
1758200661,0,0
1758200662,0,0
1758200663,0,0
1758200664,0,0
1758200665,0,0
1758200666,0,0
1758200667,0,0
1758200668,0,0
1758200669,0,0
1758200670,0,0
1758200671,0,0
1758200672,0,0
1758200673,0,0
1758200674,0,0
1758200675,0,0
1758200676,0,0
1758200677,0,0
1758200678,0,0
1758200679,0,0
1758200680,0,0
1758200681,0,0
1758200682,0,0
1758200683,0,0
1758200684,0,0
1758200685,0,0
1758200686,0,0
1758200687,0,0
1758200688,0,0
1758200689,0,0
1758200690,0,0
1758200691,0,0
1758200692,0,0
1758200693,0,0
1758200694,0,0
1758200695,0,0
1758200696,0,0
1758200697,0,0
1758200698,0,0
1758200699,0,0
1758200700,0,0
1758200701,0,0
1758200702,0,0
1758200703,0,0
1758200704,0,0
1758200705,0,0
1758200706,0,0
1758200707,0,0
1758200708,0,0
1758200709,0,0
1758200710,0,0
1758200711,0,0
1758200712,0,0
1758200713,0,0
1758200714,0,0
1758200715,0,0
1758200716,0,0
1758200717,0,0
1758200718,0,0
1758200719,0,0
1758200720,0,0
1758200721,0,0
1758200722,0,0
1758200723,0,0
1758200724,0,0
1758200725,0,0
1758200726,0,0
1758200727,0,0
1758200728,0,0
1758200729,0,0
1758200730,0,0
1758200731,0,0
1758200732,0,0
1758200733,0,0
1758200734,0,0
1758200735,0,0
1758200736,0,0
1758200737,0,0
1758200738,0,0
1758200739,0,0
1758200740,0,0
1758200741,0,0
1758200742,0,0
1758200743,0,0
1758200744,0,0
1758200745,0,0
1758200746,0,0
1758200747,0,0
1758200748,0,0
1758200749,0,0
1758200750,0,0
1758200751,0,0
1758200752,0,0
1758200753,0,0
1758200754,0,0
1758200755,0,0
1758200756,0,0
1758200757,0,0
1758200758,0,0
1758200759,0,0
1758200760,0,0
1758200761,0,0
1758200762,0,0
1758200763,0,0
1758200764,0,0
1758200765,0,0
1758200766,0,0
1758200767,0,0
1758200768,0,0
1758200769,0,0
1758200770,0,0
1758200771,0,0
1758200772,0,0
1758200773,0,0
1758200774,0,0
1758200775,0,0
1758200776,0,0
1758200777,0,0
1758200778,0,0
1758200779,0,0
1758200780,0,0
1758200781,0,0
1758200782,0,0
1758200783,0,0
1758200784,0,0
1758200785,0,0
1758200786,0,0
1758200787,0,0
1758200788,0,0
1758200789,0,0
1758200790,0,0
1758200791,0,0
1758200792,0,0
1758200793,0,0
1758200794,0,0
1758200795,0,0
1758200796,0,0
1758200797,0,0
1758200798,0,0
1758200799,0,0
1758200800,0,0
1758200801,0,0
1758200802,0,0
1758200803,0,0
1758200804,0,0
1758200805,0,0
1758200806,0,0
1758200807,0,0
1758200808,0,0
1758200809,0,0
1758200810,0,0
1758200811,0,0
1758200812,0,0
1758200813,0,0
1758200814,0,0
1758200815,0,0
1758200816,0,0
1758200817,0,0
1758200818,0,0
1758200819,0,0
1758200820,0,0
1758200821,0,0
1758200822,0,0
1758200823,0,0
1758200824,0,0
1758200825,0,0
1758200826,0,0
1758200827,0,0
1758200828,0,0
1758200829,0,0
1758200830,0,0
1758200831,0,0
1758200832,0,0
1758200833,0,0
1758200834,0,0
1758200835,0,0
1758200836,0,0
1758200837,0,0
1758200838,0,0
1758200839,0,0
1758200840,0,0
1758200841,0,0
1758200842,0,0
1758200843,0,0
1758200844,0,0
1758200845,0,0
1758200846,0,0
1758200847,0,0
1758200848,0,0
1758200849,0,0
1758200850,0,0
1758200851,0,0
1758200852,0,0
1758200853,0,0
1758200854,0,0
1758200855,0,0
1758200856,0,0
1758200857,0,0
1758200858,0,0
1758200859,0,0
1758200860,0,0
1758200861,0,0
1758200862,0,0
1758200863,0,0
1758200864,0,0
1758200865,0,0
1758200866,0,0
1758200867,0,0
1758200868,0,0
1758200869,0,0
1758200870,0,0
1758200871,0,0
1758200872,0,0
1758200873,0,0
1758200874,0,0
1758200875,0,0
1758200876,0,0
1758200877,0,0
1758200878,0,0
1758200879,0,0
1758200880,0,0
1758200881,0,0
1758200882,0,0
1758200883,0,0
1758200884,0,0
1758200885,0,0
1758200886,0,0
1758200887,0,0
1758200888,0,0
1758200889,0,0
1758200890,0,0
1758200891,0,0
1758200892,0,0
1758200893,0,0
1758200894,0,0
1758200895,0,0
1758200896,0,0
1758200897,0,0
1758200898,0,0
1758200899,0,0
1758200900,0,0
1758200901,0,0
1758200902,0,0
1758200903,0,0
1758200904,0,0
1758200905,0,0
1758200906,0,0
1758200907,0,0
1758200908,0,0
1758200909,0,0
1758200910,0,0
1758200911,0,0
1758200912,0,0
1758200913,0,0
1758200914,0,0
1758200915,0,0
1758200916,0,0
1758200917,0,0
1758200918,0,0
1758200919,0,0
1758200920,0,0
1758200921,0,0
1758200922,0,0
1758200923,0,0
1758200924,0,0
1758200925,0,0
1758200926,0,0
1758200927,0,0
1758200928,0,0
1758200929,0,0
1758200930,0,0
1758200931,0,0
1758200932,0,0
1758200933,0,0
1758200934,0,0
1758200935,0,0
1758200936,0,0
1758200937,0,0
1758200938,0,0
1758200939,0,0
1758200940,0,0
1758200941,0,0
1758200942,0,0
1758200943,0,0
1758200944,0,0
1758200945,0,0
1758200946,0,0
1758200947,0,0
1758200948,0,0
1758200949,0,0
1758200950,0,0
1758200951,0,0
1758200952,0,0
1758200953,0,0
1758200954,0,0
1758200955,0,0
1758200956,0,0
1758200957,0,0
1758200958,0,0
1758200959,0,0
1758200960,0,0
1758200961,0,0
1758200962,0,0
1758200963,0,0
1758200964,0,0
1758200965,0,0
1758200966,0,0
1758200967,0,0
1758200968,0,0
1758200969,0,0
1758200970,0,0
1758200971,0,0
1758200972,0,0
1758200973,0,0
1758200974,0,0
1758200975,0,0
1758200976,0,0
1758200977,0,0
1758200978,0,0
1758200979,0,0
1758200980,0,0
1758200981,0,0
1758200982,0,0
1758200983,0,0
1758200984,0,0
1758200985,0,0
1758200986,0,0
1758200987,0,0
1758200988,0,0
1758200989,0,0
1758200990,0,0
1758200991,0,0
1758200992,0,0
1758200993,0,0
1758200994,0,0
1758200995,0,0
1758200996,0,0
1758200997,0,0
1758200998,0,0
1758200999,0,0
1758201000,0,0
1758201001,0,0
1758201002,0,0
1758201003,0,0
1758201004,0,0
1758201005,0,0
1758201006,0,0
1758201007,0,0
1758201008,0,0
1758201009,0,0
1758201010,0,0
1758201011,0,0
1758201012,0,0
1758201013,0,0
1758201014,0,0
1758201015,0,0
1758201016,0,0
1758201017,0,0
1758201018,0,0
1758201019,0,0
1758201020,0,0
1758201021,0,0
1758201022,0,0
1758201023,0,0
1758201024,0,0
1758201025,0,0
1758201026,0,0
1758201027,0,0
1758201028,0,0
1758201029,0,0
1758201030,0,0
1758201031,0,0
1758201032,0,0
1758201033,0,0
1758201034,0,0
1758201035,0,0
1758201036,0,0
1758201037,0,0
1758201038,0,0
1758201039,0,0
1758201040,0,0
1758201041,0,0
1758201042,0,0
1758201043,0,0
1758201044,0,0
1758201045,0,0
1758201046,0,0
1758201047,0,0
1758201048,0,0
1758201049,0,0
1758201050,0,0
1758201051,0,0
1758201052,0,0
1758201053,0,0
1758201054,0,0
1758201055,0,0
1758201056,0,0
1758201057,0,0
1758201058,0,0
1758201059,0,0
1758201060,0,0
1758201061,0,0
1758201062,0,0
1758201063,0,0
1758201064,0,0
1758201065,0,0
1758201066,0,0
1758201067,0,0
1758201068,0,0
1758201069,0,0
1758201070,0,0
1758201071,0,0
1758201072,0,0
1758201073,0,0
1758201074,0,0
1758201075,0,0
1758201076,0,0
1758201077,0,0
1758201078,0,0
1758201079,0,0
1758201080,0,0
1758201081,0,0
1758201082,0,0
1758201083,0,0
1758201084,0,0
1758201085,0,0
1758201086,0,0
1758201087,0,0
1758201088,0,0
1758201089,0,0
1758201090,0,0
1758201091,0,0
1758201092,0,0
1758201093,0,0
1758201094,0,0
1758201095,0,0
1758201096,0,0
1758201097,0,0
1758201098,0,0
1758201099,0,0
1758201100,0,0
1758201101,0,0
1758201102,0,0
1758201103,0,0
1758201104,0,0
1758201105,0,0
1758201106,0,0
1758201107,0,0
1758201108,0,0
1758201109,0,0
1758201110,0,0
1758201111,0,0
1758201112,0,0
1758201113,0,0
1758201114,0,0
1758201115,0,0
1758201116,0,0
1758201117,0,0
1758201118,0,0
1758201119,0,0
1758201120,0,0
1758201121,0,0
1758201122,0,0
1758201123,0,0
1758201124,0,0
1758201125,0,0
1758201126,0,0
1758201127,0,0
1758201128,0,0
1758201129,0,0
1758201130,0,0
1758201131,0,0
1758201132,0,0
1758201133,0,0
1758201134,0,0
1758201135,0,0
1758201136,0,0
1758201137,0,0
1758201138,0,0
1758201139,0,0
1758201140,0,0
1758201141,0,0
1758201142,0,0
1758201143,0,0
1758201144,0,0
1758201145,0,0
1758201146,0,0
1758201147,0,0
1758201148,0,0
1758201149,0,0
1758201150,0,0
1758201151,0,0
1758201152,0,0
1758201153,0,0
1758201154,0,0
1758201155,0,0
1758201156,0,0
1758201157,0,0
1758201158,0,0
1758201159,0,0
1758201160,0,0
1758201161,0,0
1758201162,0,0
1758201163,0,0
1758201164,0,0
1758201165,0,0
1758201166,0,0
1758201167,0,0
1758201168,0,0
1758201169,0,0
1758201170,0,0
1758201171,0,0
1758201172,0,0
1758201173,0,0
1758201174,0,0
1758201175,0,0
1758201176,0,0
1758201177,0,0
1758201178,0,0
1758201179,0,0
1758201180,0,0
1758201181,0,0
1758201182,0,0
1758201183,0,0
1758201184,0,0
1758201185,0,0
1758201186,0,0
1758201187,0,0
1758201188,0,0
1758201189,0,0
1758201190,0,0
1758201191,0,0
1758201192,0,0
1758201193,0,0
1758201194,0,0
1758201195,0,0
1758201196,0,0
1758201197,0,0
1758201198,0,0
1758201199,0,0
1758201200,0,0
1758201201,0,0
1758201202,0,0
1758201203,0,0
1758201204,0,0
1758201205,0,0
1758201206,0,0
1758201207,0,0
1758201208,0,0
1758201209,0,0
1758201210,0,0
1758201211,0,0
1758201212,0,0
1758201213,0,0
1758201214,0,0
1758201215,0,0
1758201216,0,0
1758201217,0,0
1758201218,0,0
1758201219,0,0
1758201220,0,0
1758201221,0,0
1758201222,0,0
1758201223,0,0
1758201224,0,0
1758201225,0,0
1758201226,0,0
1758201227,0,0
1758201228,0,0
1758201229,0,0
1758201230,0,0
1758201231,0,0
1758201232,0,0
1758201233,0,0
1758201234,0,0
1758201235,0,0
1758201236,0,0
1758201237,0,0
1758201238,0,0
1758201239,0,0
1758201240,0,0
1758201241,0,0
1758201242,0,0
1758201243,0,0
1758201244,0,0
1758201245,0,0
1758201246,0,0
1758201247,0,0
1758201248,0,0
1758201249,0,0
1758201250,0,0
1758201251,0,0
1758201252,0,0
1758201253,0,0
1758201254,0,0
1758201255,0,0
1758201256,0,0
1758201257,0,0
1758201258,0,0
1758201259,0,0
1758201260,0,0
1758201261,0,0
1758201262,0,0
1758201263,0,0
1758201264,0,0
1758201265,0,0
1758201266,0,0
1758201267,0,0
1758201268,0,0
1758201269,0,0
1758201270,0,0
1758201271,0,0
1758201272,0,0
1758201273,0,0
1758201274,0,0
1758201275,0,0
1758201276,0,0
1758201277,0,0
1758201278,0,0
1758201279,0,0
1758201280,0,0
1758201281,0,0
1758201282,0,0
1758201283,0,0
1758201284,0,0
1758201285,0,0
1758201286,0,0
1758201287,0,0
1758201288,0,0
1758201289,0,0
1758201290,0,0
1758201291,0,0
1758201292,0,0
1758201293,0,0
1758201294,0,0
1758201295,0,0
1758201296,0,0
1758201297,0,0
1758201298,0,0
1758201299,0,0
1758201300,0,0
1758201301,0,0
1758201302,0,0
1758201303,0,0
1758201304,0,0
1758201305,0,0
1758201306,0,0
1758201307,0,0
1758201308,0,0
1758201309,0,0
1758201310,0,0
1758201311,0,0
1758201312,0,0
1758201313,0,0
1758201314,0,0
1758201315,0,0
1758201316,0,0
1758201317,0,0
1758201318,0,0
1758201319,0,0
1758201320,0,0
1758201321,0,0
1758201322,0,0
1758201323,0,0
1758201324,0,0
1758201325,0,0
1758201326,0,0
1758201327,0,0
1758201328,0,0
1758201329,0,0
1758201330,0,0
1758201331,0,0
1758201332,0,0
1758201333,0,0
1758201334,0,0
1758201335,0,0
1758201336,0,0
1758201337,0,0
1758201338,0,0
1758201339,0,0
1758201340,0,0
1758201341,0,0
1758201342,0,0
1758201343,0,0
1758201344,0,0
1758201345,0,0
1758201346,0,0
1758201347,0,0
1758201348,0,0
1758201349,0,0
1758201350,0,0
1758201351,0,0
1758201352,0,0
1758201353,0,0
1758201354,0,0
1758201355,0,0
1758201356,0,0
1758201357,0,0
1758201358,0,0
1758201359,0,0
1758201360,0,0
1758201361,0,0
1758201362,0,0
1758201363,0,0
1758201364,0,0
1758201365,0,0
1758201366,0,0
1758201367,0,0
1758201368,0,0
1758201369,0,0
1758201370,0,0
1758201371,0,0
1758201372,0,0
1758201373,0,0
1758201374,0,0
1758201375,0,0
1758201376,0,0
1758201377,0,0
1758201378,0,0
1758201379,0,0
1758201380,0,0
1758201381,0,0
1758201382,0,0
1758201383,0,0
1758201384,0,0
1758201385,0,0
1758201386,0,0
1758201387,0,0
1758201388,0,0
1758201389,0,0
1758201390,0,0
1758201391,0,0
1758201392,0,0
1758201393,0,0
1758201394,0,0
1758201395,0,0
1758201396,0,0
1758201397,0,0
1758201398,0,0
1758201399,0,0
1758201400,0,0
1758201401,0,0
1758201402,0,0
1758201403,0,0
1758201404,0,0
1758201405,0,0
1758201406,0,0
1758201407,0,0
1758201408,0,0
1758201409,0,0
1758201410,0,0
1758201411,0,0
1758201412,0,0
1758201413,0,0
1758201414,0,0
1758201415,0,0
1758201416,0,0
1758201417,0,0
1758201418,0,0
1758201419,0,0
1758201420,0,0
1758201421,0,0
1758201422,0,0
1758201423,0,0
1758201424,0,0
1758201425,0,0
1758201426,0,0
1758201427,0,0
1758201428,0,0
1758201429,0,0
1758201430,0,0
1758201431,0,0
1758201432,0,0
1758201433,0,0
1758201434,0,0
1758201435,0,0
1758201436,0,0
1758201437,0,0
1758201438,0,0
1758201439,0,0
1758201440,0,0
1758201441,0,0
1758201442,0,0
1758201443,0,0
1758201444,0,0
1758201445,0,0
1758201446,0,0
1758201447,0,0
1758201448,0,0
1758201449,0,0
1758201450,0,0
1758201451,0,0
1758201452,0,0
1758201453,0,0
1758201454,0,0
1758201455,0,0
1758201456,0,0
1758201457,0,0
1758201458,0,0
1758201459,0,0
1758201460,0,0
1758201461,0,0
1758201462,0,0
1758201463,0,0
1758201464,0,0
1758201465,0,0
1758201466,0,0
1758201467,0,0
1758201468,0,0
1758201469,0,0
1758201470,0,0
1758201471,0,0
1758201472,0,0
1758201473,0,0
1758201474,0,0
1758201475,0,0
1758201476,0,0
1758201477,0,0
1758201478,0,0
1758201479,0,0
1758201480,0,0
1758201481,0,0
1758201482,0,0
1758201483,0,0
1758201484,0,0
1758201485,0,0
1758201486,0,0
1758201487,0,0
1758201488,0,0
1758201489,0,0
1758201490,0,0
1758201491,0,0
1758201492,0,0
1758201493,0,0
1758201494,0,0
1758201495,0,0
1758201496,0,0
1758201497,0,0
1758201498,0,0
1758201499,0,0
1758201500,0,0
1758201501,0,0
1758201502,0,0
1758201503,0,0
1758201504,0,0
1758201505,0,0
1758201506,0,0
1758201507,0,0
1758201508,0,0
1758201509,0,0
1758201510,0,0
1758201511,0,0
1758201512,0,0
1758201513,0,0
1758201514,0,0
1758201515,0,0
1758201516,0,0
1758201517,0,0
1758201518,0,0
1758201519,0,0
1758201520,0,0
1758201521,0,0
1758201522,0,0
1758201523,0,0
1758201524,0,0
1758201525,0,0
1758201526,0,0
1758201527,0,0
1758201528,0,0
1758201529,0,0
1758201530,0,0
1758201531,0,0
1758201532,0,0
1758201533,0,0
1758201534,0,0
1758201535,0,0
1758201536,0,0
1758201537,0,0
1758201538,0,0
1758201539,0,0
1758201540,0,0
1758201541,0,0
1758201542,0,0
1758201543,0,0
1758201544,0,0
1758201545,0,0
1758201546,0,0
1758201547,0,0
1758201548,0,0
1758201549,0,0
1758201550,0,0
1758201551,0,0
1758201552,0,0
1758201553,0,0
1758201554,0,0
1758201555,0,0
1758201556,0,0
1758201557,0,0
1758201558,0,0
1758201559,0,0
1758201560,0,0
1758201561,0,0
1758201562,0,0
1758201563,0,0
1758201564,0,0
1758201565,0,0
1758201566,0,0
1758201567,0,0
1758201568,0,0
1758201569,0,0
1758201570,0,0
1758201571,0,0
1758201572,0,0
1758201573,0,0
1758201574,0,0
1758201575,0,0
1758201576,0,0
1758201577,0,0
1758201578,0,0
1758201579,0,0
1758201580,0,0
1758201581,0,0
1758201582,0,0
1758201583,0,0
1758201584,0,0
1758201585,0,0
1758201586,0,0
1758201587,0,0
1758201588,0,0
1758201589,0,0
1758201590,0,0
1758201591,0,0
1758201592,0,0
1758201593,0,0
1758201594,0,0
1758201595,0,0
1758201596,0,0
1758201597,0,0
1758201598,0,0
1758201599,0,0
1758201600,0,0
1758201601,0,0
1758201602,0,0
1758201603,0,0
1758201604,0,0
1758201605,0,0
1758201606,0,0
1758201607,0,0
1758201608,0,0
1758201609,0,0
1758201610,0,0
1758201611,0,0
1758201612,0,0
1758201613,0,0
1758201614,0,0
1758201615,0,0
1758201616,0,0
1758201617,0,0
1758201618,0,0
1758201619,0,0
1758201620,0,0
1758201621,0,0
1758201622,0,0
1758201623,0,0
1758201624,0,0
1758201625,0,0
1758201626,0,0
1758201627,0,0
1758201628,0,0
1758201629,0,0
1758201630,0,0
1758201631,0,0
1758201632,0,0
1758201633,0,0
1758201634,0,0
1758201635,0,0
1758201636,0,0
1758201637,0,0
1758201638,0,0
1758201639,0,0
1758201640,0,0
1758201641,0,0
1758201642,0,0
1758201643,0,0
1758201644,0,0
1758201645,0,0
1758201646,0,0
1758201647,0,0
1758201648,0,0
1758201649,0,0
1758201650,0,0
1758201651,0,0
1758201652,0,0
1758201653,0,0
1758201654,0,0
1758201655,0,0
1758201656,0,0
1758201657,0,0
1758201658,0,0
1758201659,0,0
1758201660,0,0
1758201661,0,0
1758201662,0,0
1758201663,0,0
1758201664,0,0
1758201665,0,0
1758201666,0,0
1758201667,0,0
1758201668,0,0
1758201669,0,0
1758201670,0,0
1758201671,0,0
1758201672,0,0
1758201673,0,0
1758201674,0,0
1758201675,0,0
1758201676,0,0
1758201677,0,0
1758201678,0,0
1758201679,0,0
1758201680,0,0
1758201681,0,0
1758201682,0,0
1758201683,0,0
1758201684,0,0
1758201685,0,0
1758201686,0,0
1758201687,0,0
1758201688,0,0
1758201689,0,0
1758201690,0,0
1758201691,0,0
1758201692,0,0
1758201693,0,0
1758201694,0,0
1758201695,0,0
1758201696,0,0
1758201697,0,0
1758201698,0,0
1758201699,0,0
1758201700,0,0
1758201701,0,0
1758201702,0,0
1758201703,0,0
1758201704,0,0
1758201705,0,0
1758201706,0,0
1758201707,0,0
1758201708,0,0
1758201709,0,0
1758201710,0,0
1758201711,0,0
1758201712,0,0
1758201713,0,0
1758201714,0,0
1758201715,0,0
1758201716,0,0
1758201717,0,0
1758201718,0,0
1758201719,0,0
1758201720,0,0
1758201721,0,0
1758201722,0,0
1758201723,0,0
1758201724,0,0
1758201725,0,0
1758201726,0,0
1758201727,0,0
1758201728,0,0
1758201729,0,0
1758201730,0,0
1758201731,0,0
1758201732,0,0
1758201733,0,0
1758201734,0,0
1758201735,0,0
1758201736,0,0
1758201737,0,0
1758201738,0,0
1758201739,0,0
1758201740,0,0
1758201741,0,0
1758201742,0,0
1758201743,0,0
1758201744,0,0
1758201745,0,0
1758201746,0,0
1758201747,0,0
1758201748,0,0
1758201749,0,0
1758201750,0,0
1758201751,0,0
1758201752,0,0
1758201753,0,0
1758201754,0,0
1758201755,0,0
1758201756,0,0
1758201757,0,0
1758201758,0,0
1758201759,0,0
1758201760,0,0
1758201761,0,0
1758201762,0,0
1758201763,0,0
1758201764,0,0
1758201765,0,0
1758201766,0,0
1758201767,0,0
1758201768,0,0
1758201769,0,0
1758201770,0,0
1758201771,0,0
1758201772,0,0
1758201773,0,0
1758201774,0,0
1758201775,0,0
1758201776,0,0
1758201777,0,0
1758201778,0,0
1758201779,0,0
1758201780,0,0
1758201781,0,0
1758201782,0,0
1758201783,0,0
1758201784,0,0
1758201785,0,0
1758201786,0,0
1758201787,0,0
1758201788,0,0
1758201789,0,0
1758201790,0,0
1758201791,0,0
1758201792,0,0
1758201793,0,0
1758201794,0,0
1758201795,0,0
1758201796,0,0
1758201797,0,0
1758201798,0,0
1758201799,0,0
1758201800,0,0
1758201801,0,0
1758201802,0,0
1758201803,0,0
1758201804,0,0
1758201805,0,0
1758201806,0,0
1758201807,0,0
1758201808,0,0
1758201809,0,0
1758201810,0,0
1758201811,0,0
1758201812,0,0
1758201813,0,0
1758201814,0,0
1758201815,0,0
1758201816,0,0
1758201817,0,0
1758201818,0,0
1758201819,0,0
1758201820,0,0
1758201821,0,0
1758201822,0,0
1758201823,0,0
1758201824,0,0
1758201825,0,0
1758201826,0,0
1758201827,0,0
1758201828,0,0
1758201829,0,0
1758201830,0,0
1758201831,0,0
1758201832,0,0
1758201833,0,0
1758201834,0,0
1758201835,0,0
1758201836,0,0
1758201837,0,0
1758201838,0,0
1758201839,0,0
