epoch_sec,completed_in_bin,cumulative_completed
1758198937,0,0
1758198938,0,0
1758198939,0,0
1758198940,0,0
1758198941,0,0
1758198942,0,0
1758198943,0,0
1758198944,0,0
1758198945,0,0
1758198946,0,0
1758198947,0,0
1758198948,0,0
1758198949,0,0
1758198950,0,0
1758198951,0,0
1758198952,0,0
1758198953,0,0
1758198954,0,0
1758198955,0,0
1758198956,0,0
1758198957,0,0
1758198958,0,0
1758198959,0,0
1758198960,0,0
1758198961,0,0
1758198962,0,0
1758198963,0,0
1758198964,0,0
1758198965,0,0
1758198966,0,0
1758198967,0,0
1758198968,0,0
1758198969,0,0
1758198970,0,0
1758198971,0,0
1758198972,0,0
1758198973,0,0
1758198974,0,0
1758198975,0,0
1758198976,0,0
1758198977,0,0
1758198978,0,0
1758198979,0,0
1758198980,0,0
1758198981,0,0
1758198982,0,0
1758198983,0,0
1758198984,0,0
1758198985,0,0
1758198986,0,0
1758198987,0,0
1758198988,0,0
1758198989,0,0
1758198990,0,0
1758198991,0,0
1758198992,0,0
1758198993,0,0
1758198994,0,0
1758198995,0,0
1758198996,0,0
1758198997,0,0
1758198998,0,0
1758198999,0,0
1758199000,0,0
1758199001,0,0
1758199002,0,0
1758199003,0,0
1758199004,0,0
1758199005,0,0
1758199006,0,0
1758199007,0,0
1758199008,0,0
1758199009,0,0
1758199010,0,0
1758199011,0,0
1758199012,0,0
1758199013,0,0
1758199014,0,0
1758199015,0,0
1758199016,0,0
1758199017,0,0
1758199018,0,0
1758199019,0,0
1758199020,0,0
1758199021,0,0
1758199022,0,0
1758199023,0,0
1758199024,0,0
1758199025,0,0
1758199026,0,0
1758199027,0,0
1758199028,0,0
1758199029,0,0
1758199030,0,0
1758199031,0,0
1758199032,0,0
1758199033,0,0
1758199034,0,0
1758199035,0,0
1758199036,0,0
1758199037,0,0
1758199038,0,0
1758199039,0,0
1758199040,0,0
1758199041,0,0
1758199042,0,0
1758199043,0,0
1758199044,0,0
1758199045,0,0
1758199046,0,0
1758199047,0,0
1758199048,0,0
1758199049,0,0
1758199050,0,0
1758199051,0,0
1758199052,0,0
1758199053,0,0
1758199054,0,0
1758199055,0,0
1758199056,0,0
1758199057,0,0
1758199058,0,0
1758199059,0,0
1758199060,0,0
1758199061,0,0
1758199062,0,0
1758199063,0,0
1758199064,0,0
1758199065,0,0
1758199066,0,0
1758199067,0,0
1758199068,0,0
1758199069,0,0
1758199070,0,0
1758199071,0,0
1758199072,0,0
1758199073,0,0
1758199074,0,0
1758199075,0,0
1758199076,0,0
1758199077,0,0
1758199078,0,0
1758199079,0,0
1758199080,0,0
1758199081,0,0
1758199082,0,0
1758199083,0,0
1758199084,0,0
1758199085,0,0
1758199086,0,0
1758199087,0,0
1758199088,0,0
1758199089,0,0
1758199090,0,0
1758199091,0,0
1758199092,0,0
1758199093,0,0
1758199094,0,0
1758199095,0,0
1758199096,0,0
1758199097,0,0
1758199098,0,0
1758199099,0,0
1758199100,0,0
1758199101,0,0
1758199102,0,0
1758199103,0,0
1758199104,0,0
1758199105,0,0
1758199106,0,0
1758199107,0,0
1758199108,0,0
1758199109,0,0
1758199110,0,0
1758199111,0,0
1758199112,0,0
1758199113,0,0
1758199114,0,0
1758199115,0,0
1758199116,0,0
1758199117,0,0
1758199118,0,0
1758199119,0,0
1758199120,0,0
1758199121,0,0
1758199122,0,0
1758199123,0,0
1758199124,0,0
1758199125,0,0
1758199126,0,0
1758199127,0,0
1758199128,0,0
1758199129,0,0
1758199130,0,0
1758199131,0,0
1758199132,0,0
1758199133,0,0
1758199134,0,0
1758199135,0,0
1758199136,0,0
1758199137,0,0
1758199138,0,0
1758199139,0,0
1758199140,0,0
1758199141,0,0
1758199142,0,0
1758199143,0,0
1758199144,0,0
1758199145,0,0
1758199146,0,0
1758199147,0,0
1758199148,0,0
1758199149,0,0
1758199150,0,0
1758199151,0,0
1758199152,0,0
1758199153,0,0
1758199154,0,0
1758199155,0,0
1758199156,0,0
1758199157,0,0
1758199158,0,0
1758199159,0,0
1758199160,0,0
1758199161,0,0
1758199162,0,0
1758199163,0,0
1758199164,0,0
1758199165,0,0
1758199166,0,0
1758199167,0,0
1758199168,0,0
1758199169,0,0
1758199170,0,0
1758199171,0,0
1758199172,0,0
1758199173,0,0
1758199174,0,0
1758199175,0,0
1758199176,0,0
1758199177,0,0
1758199178,0,0
1758199179,0,0
1758199180,0,0
1758199181,0,0
1758199182,0,0
1758199183,0,0
1758199184,0,0
1758199185,0,0
1758199186,0,0
1758199187,0,0
1758199188,0,0
1758199189,0,0
1758199190,0,0
1758199191,0,0
1758199192,0,0
1758199193,0,0
1758199194,0,0
1758199195,0,0
1758199196,0,0
1758199197,0,0
1758199198,0,0
1758199199,0,0
1758199200,0,0
1758199201,0,0
1758199202,0,0
1758199203,0,0
1758199204,0,0
1758199205,0,0
1758199206,0,0
1758199207,0,0
1758199208,0,0
1758199209,0,0
1758199210,0,0
1758199211,0,0
1758199212,0,0
1758199213,0,0
1758199214,0,0
1758199215,0,0
1758199216,0,0
1758199217,0,0
1758199218,0,0
1758199219,0,0
1758199220,0,0
1758199221,0,0
1758199222,0,0
1758199223,0,0
1758199224,0,0
1758199225,0,0
1758199226,0,0
1758199227,0,0
1758199228,0,0
1758199229,0,0
1758199230,0,0
1758199231,0,0
1758199232,0,0
1758199233,0,0
1758199234,0,0
1758199235,0,0
1758199236,0,0
1758199237,0,0
1758199238,0,0
1758199239,0,0
1758199240,0,0
1758199241,0,0
1758199242,0,0
1758199243,0,0
1758199244,0,0
1758199245,0,0
1758199246,0,0
1758199247,0,0
1758199248,0,0
1758199249,0,0
1758199250,0,0
1758199251,0,0
1758199252,0,0
1758199253,0,0
1758199254,0,0
1758199255,0,0
1758199256,0,0
1758199257,0,0
1758199258,0,0
1758199259,0,0
1758199260,0,0
1758199261,0,0
1758199262,0,0
1758199263,0,0
1758199264,0,0
1758199265,0,0
1758199266,0,0
1758199267,0,0
1758199268,0,0
1758199269,0,0
1758199270,0,0
1758199271,0,0
1758199272,0,0
1758199273,0,0
1758199274,0,0
1758199275,0,0
1758199276,0,0
1758199277,0,0
1758199278,0,0
1758199279,0,0
1758199280,0,0
1758199281,0,0
1758199282,0,0
1758199283,0,0
1758199284,0,0
1758199285,0,0
1758199286,0,0
1758199287,0,0
1758199288,0,0
1758199289,0,0
1758199290,0,0
1758199291,0,0
1758199292,0,0
1758199293,0,0
1758199294,0,0
1758199295,0,0
1758199296,0,0
1758199297,0,0
1758199298,0,0
1758199299,0,0
1758199300,0,0
1758199301,0,0
1758199302,0,0
1758199303,0,0
1758199304,0,0
1758199305,0,0
1758199306,0,0
1758199307,0,0
1758199308,0,0
1758199309,0,0
1758199310,0,0
1758199311,0,0
1758199312,0,0
1758199313,0,0
1758199314,0,0
1758199315,0,0
1758199316,0,0
1758199317,0,0
1758199318,0,0
1758199319,0,0
1758199320,0,0
1758199321,0,0
1758199322,0,0
1758199323,0,0
1758199324,0,0
1758199325,0,0
1758199326,0,0
1758199327,0,0
1758199328,0,0
1758199329,0,0
1758199330,0,0
1758199331,0,0
1758199332,0,0
1758199333,0,0
1758199334,0,0
1758199335,0,0
1758199336,0,0
1758199337,0,0
1758199338,0,0
1758199339,0,0
1758199340,0,0
1758199341,0,0
1758199342,0,0
1758199343,0,0
1758199344,0,0
1758199345,0,0
1758199346,0,0
1758199347,0,0
1758199348,0,0
1758199349,0,0
1758199350,0,0
1758199351,0,0
1758199352,0,0
1758199353,0,0
1758199354,0,0
1758199355,0,0
1758199356,0,0
1758199357,0,0
1758199358,0,0
1758199359,0,0
1758199360,0,0
1758199361,0,0
1758199362,0,0
1758199363,0,0
1758199364,0,0
1758199365,0,0
1758199366,0,0
1758199367,0,0
1758199368,0,0
1758199369,0,0
1758199370,0,0
1758199371,0,0
1758199372,0,0
1758199373,0,0
1758199374,0,0
1758199375,0,0
1758199376,0,0
1758199377,0,0
1758199378,0,0
1758199379,0,0
1758199380,0,0
1758199381,0,0
1758199382,0,0
1758199383,0,0
1758199384,0,0
1758199385,0,0
1758199386,0,0
1758199387,0,0
1758199388,0,0
1758199389,0,0
1758199390,0,0
1758199391,0,0
1758199392,0,0
1758199393,0,0
1758199394,0,0
1758199395,0,0
1758199396,0,0
1758199397,0,0
1758199398,0,0
1758199399,0,0
1758199400,0,0
1758199401,0,0
1758199402,0,0
1758199403,0,0
1758199404,0,0
1758199405,0,0
1758199406,0,0
1758199407,0,0
1758199408,0,0
1758199409,0,0
1758199410,0,0
1758199411,0,0
1758199412,0,0
1758199413,0,0
1758199414,0,0
1758199415,0,0
1758199416,0,0
1758199417,0,0
1758199418,0,0
1758199419,0,0
1758199420,0,0
1758199421,0,0
1758199422,0,0
1758199423,0,0
1758199424,0,0
1758199425,0,0
1758199426,0,0
1758199427,0,0
1758199428,0,0
1758199429,0,0
1758199430,0,0
1758199431,0,0
1758199432,0,0
1758199433,0,0
1758199434,0,0
1758199435,0,0
1758199436,0,0
1758199437,0,0
1758199438,0,0
1758199439,0,0
1758199440,0,0
1758199441,0,0
1758199442,0,0
1758199443,0,0
1758199444,0,0
1758199445,0,0
1758199446,0,0
1758199447,0,0
1758199448,0,0
1758199449,0,0
1758199450,0,0
1758199451,0,0
1758199452,0,0
1758199453,0,0
1758199454,0,0
1758199455,0,0
1758199456,0,0
1758199457,0,0
1758199458,0,0
1758199459,0,0
1758199460,0,0
1758199461,0,0
1758199462,0,0
1758199463,0,0
1758199464,0,0
1758199465,0,0
1758199466,0,0
1758199467,0,0
1758199468,0,0
1758199469,0,0
1758199470,0,0
1758199471,0,0
1758199472,0,0
1758199473,0,0
1758199474,0,0
1758199475,0,0
1758199476,0,0
1758199477,0,0
1758199478,0,0
1758199479,0,0
1758199480,0,0
1758199481,0,0
1758199482,0,0
1758199483,0,0
1758199484,0,0
1758199485,0,0
1758199486,0,0
1758199487,0,0
1758199488,0,0
1758199489,0,0
1758199490,0,0
1758199491,0,0
1758199492,0,0
1758199493,0,0
1758199494,0,0
1758199495,0,0
1758199496,0,0
1758199497,0,0
1758199498,0,0
1758199499,0,0
1758199500,0,0
1758199501,0,0
1758199502,0,0
1758199503,0,0
1758199504,0,0
1758199505,0,0
1758199506,0,0
1758199507,0,0
1758199508,0,0
1758199509,0,0
1758199510,0,0
1758199511,0,0
1758199512,0,0
1758199513,0,0
1758199514,0,0
1758199515,0,0
1758199516,0,0
1758199517,0,0
1758199518,0,0
1758199519,0,0
1758199520,0,0
1758199521,0,0
1758199522,0,0
1758199523,0,0
1758199524,0,0
1758199525,0,0
1758199526,0,0
1758199527,0,0
1758199528,0,0
1758199529,0,0
1758199530,0,0
1758199531,0,0
1758199532,0,0
1758199533,0,0
1758199534,0,0
1758199535,0,0
1758199536,0,0
1758199537,0,0
1758199538,0,0
1758199539,0,0
1758199540,0,0
1758199541,0,0
1758199542,0,0
1758199543,0,0
1758199544,0,0
1758199545,0,0
1758199546,0,0
1758199547,0,0
1758199548,0,0
1758199549,0,0
1758199550,0,0
1758199551,0,0
1758199552,0,0
1758199553,0,0
1758199554,0,0
1758199555,0,0
1758199556,0,0
1758199557,0,0
1758199558,0,0
1758199559,0,0
1758199560,0,0
1758199561,0,0
1758199562,0,0
1758199563,0,0
1758199564,0,0
1758199565,0,0
1758199566,0,0
1758199567,0,0
1758199568,0,0
1758199569,0,0
1758199570,0,0
1758199571,0,0
1758199572,0,0
1758199573,0,0
1758199574,0,0
1758199575,0,0
1758199576,0,0
1758199577,0,0
1758199578,0,0
1758199579,0,0
1758199580,0,0
1758199581,0,0
1758199582,0,0
1758199583,0,0
1758199584,0,0
1758199585,0,0
1758199586,0,0
1758199587,0,0
1758199588,0,0
1758199589,0,0
1758199590,0,0
1758199591,0,0
1758199592,0,0
1758199593,0,0
1758199594,0,0
1758199595,0,0
1758199596,0,0
1758199597,0,0
1758199598,0,0
1758199599,0,0
1758199600,0,0
1758199601,0,0
1758199602,0,0
1758199603,0,0
1758199604,0,0
1758199605,0,0
1758199606,0,0
1758199607,0,0
1758199608,0,0
1758199609,0,0
1758199610,0,0
1758199611,0,0
1758199612,0,0
1758199613,0,0
1758199614,0,0
1758199615,0,0
1758199616,0,0
1758199617,0,0
1758199618,0,0
1758199619,0,0
1758199620,0,0
1758199621,0,0
1758199622,0,0
1758199623,0,0
1758199624,0,0
1758199625,0,0
1758199626,0,0
1758199627,0,0
1758199628,0,0
1758199629,0,0
1758199630,0,0
1758199631,0,0
1758199632,0,0
1758199633,0,0
1758199634,0,0
1758199635,0,0
1758199636,0,0
1758199637,0,0
1758199638,0,0
1758199639,0,0
1758199640,0,0
1758199641,0,0
1758199642,0,0
1758199643,0,0
1758199644,0,0
1758199645,0,0
1758199646,0,0
1758199647,0,0
1758199648,0,0
1758199649,0,0
1758199650,0,0
1758199651,0,0
1758199652,0,0
1758199653,0,0
1758199654,0,0
1758199655,0,0
1758199656,0,0
1758199657,0,0
1758199658,0,0
1758199659,0,0
1758199660,0,0
1758199661,0,0
1758199662,0,0
1758199663,0,0
1758199664,0,0
1758199665,0,0
1758199666,0,0
1758199667,0,0
1758199668,0,0
1758199669,0,0
1758199670,0,0
1758199671,0,0
1758199672,0,0
1758199673,0,0
1758199674,0,0
1758199675,0,0
1758199676,0,0
1758199677,0,0
1758199678,0,0
1758199679,0,0
1758199680,0,0
1758199681,0,0
1758199682,0,0
1758199683,0,0
1758199684,0,0
1758199685,0,0
1758199686,0,0
1758199687,0,0
1758199688,0,0
1758199689,0,0
1758199690,0,0
1758199691,0,0
1758199692,0,0
1758199693,0,0
1758199694,0,0
1758199695,0,0
1758199696,0,0
1758199697,0,0
1758199698,0,0
1758199699,0,0
1758199700,0,0
1758199701,0,0
1758199702,0,0
1758199703,0,0
1758199704,0,0
1758199705,0,0
1758199706,0,0
1758199707,0,0
1758199708,0,0
1758199709,0,0
1758199710,0,0
1758199711,0,0
1758199712,0,0
1758199713,0,0
1758199714,0,0
1758199715,0,0
1758199716,0,0
1758199717,0,0
1758199718,0,0
1758199719,0,0
1758199720,0,0
1758199721,0,0
1758199722,0,0
1758199723,0,0
1758199724,0,0
1758199725,0,0
1758199726,0,0
1758199727,0,0
1758199728,0,0
1758199729,0,0
1758199730,0,0
1758199731,0,0
1758199732,0,0
1758199733,0,0
1758199734,0,0
1758199735,0,0
1758199736,0,0
1758199737,0,0
1758199738,0,0
1758199739,0,0
1758199740,0,0
1758199741,0,0
1758199742,0,0
1758199743,0,0
1758199744,0,0
1758199745,0,0
1758199746,0,0
1758199747,0,0
1758199748,0,0
1758199749,0,0
1758199750,0,0
1758199751,0,0
1758199752,0,0
1758199753,0,0
1758199754,0,0
1758199755,0,0
1758199756,0,0
1758199757,0,0
1758199758,0,0
1758199759,0,0
1758199760,0,0
1758199761,0,0
1758199762,0,0
1758199763,0,0
1758199764,0,0
1758199765,0,0
1758199766,0,0
1758199767,0,0
1758199768,0,0
1758199769,0,0
1758199770,0,0
1758199771,0,0
1758199772,0,0
1758199773,0,0
1758199774,0,0
1758199775,0,0
1758199776,0,0
1758199777,0,0
1758199778,0,0
1758199779,0,0
1758199780,0,0
1758199781,0,0
1758199782,0,0
1758199783,0,0
1758199784,0,0
1758199785,0,0
1758199786,0,0
1758199787,0,0
1758199788,0,0
1758199789,0,0
1758199790,0,0
1758199791,0,0
1758199792,0,0
1758199793,0,0
1758199794,0,0
1758199795,0,0
1758199796,0,0
1758199797,0,0
1758199798,0,0
1758199799,0,0
1758199800,0,0
1758199801,0,0
1758199802,0,0
1758199803,0,0
1758199804,0,0
1758199805,0,0
1758199806,0,0
1758199807,0,0
1758199808,0,0
1758199809,0,0
1758199810,0,0
1758199811,0,0
1758199812,0,0
1758199813,0,0
1758199814,0,0
1758199815,0,0
1758199816,0,0
1758199817,0,0
1758199818,0,0
1758199819,0,0
1758199820,0,0
1758199821,0,0
1758199822,0,0
1758199823,0,0
1758199824,0,0
1758199825,0,0
1758199826,0,0
1758199827,0,0
1758199828,0,0
1758199829,0,0
1758199830,0,0
1758199831,0,0
1758199832,0,0
1758199833,0,0
1758199834,0,0
1758199835,0,0
1758199836,0,0
1758199837,0,0
1758199838,0,0
1758199839,0,0
1758199840,0,0
1758199841,0,0
1758199842,0,0
1758199843,0,0
1758199844,0,0
1758199845,0,0
1758199846,0,0
1758199847,0,0
1758199848,0,0
1758199849,0,0
1758199850,0,0
1758199851,0,0
1758199852,0,0
1758199853,0,0
1758199854,0,0
1758199855,0,0
1758199856,0,0
1758199857,0,0
1758199858,0,0
1758199859,0,0
1758199860,0,0
1758199861,0,0
1758199862,0,0
1758199863,0,0
1758199864,0,0
1758199865,0,0
1758199866,0,0
1758199867,0,0
1758199868,0,0
1758199869,0,0
1758199870,0,0
1758199871,0,0
1758199872,0,0
1758199873,0,0
1758199874,0,0
1758199875,0,0
1758199876,0,0
1758199877,0,0
1758199878,0,0
1758199879,0,0
1758199880,0,0
1758199881,0,0
1758199882,0,0
1758199883,0,0
1758199884,0,0
1758199885,0,0
1758199886,0,0
1758199887,0,0
1758199888,0,0
1758199889,0,0
1758199890,0,0
1758199891,0,0
1758199892,0,0
1758199893,0,0
1758199894,0,0
1758199895,0,0
1758199896,0,0
1758199897,0,0
1758199898,0,0
1758199899,0,0
1758199900,0,0
1758199901,0,0
1758199902,0,0
1758199903,0,0
1758199904,0,0
1758199905,0,0
1758199906,0,0
1758199907,0,0
1758199908,0,0
1758199909,0,0
1758199910,0,0
1758199911,0,0
1758199912,0,0
1758199913,0,0
1758199914,0,0
1758199915,0,0
1758199916,0,0
1758199917,0,0
1758199918,0,0
1758199919,0,0
1758199920,0,0
1758199921,0,0
1758199922,0,0
1758199923,0,0
1758199924,0,0
1758199925,0,0
1758199926,0,0
1758199927,0,0
1758199928,0,0
1758199929,0,0
1758199930,0,0
1758199931,0,0
1758199932,0,0
1758199933,0,0
1758199934,0,0
1758199935,0,0
1758199936,0,0
1758199937,0,0
1758199938,0,0
1758199939,0,0
1758199940,0,0
1758199941,0,0
1758199942,0,0
1758199943,0,0
1758199944,0,0
1758199945,0,0
1758199946,0,0
1758199947,0,0
1758199948,0,0
1758199949,0,0
1758199950,0,0
1758199951,0,0
1758199952,0,0
1758199953,0,0
1758199954,0,0
1758199955,0,0
1758199956,0,0
1758199957,0,0
1758199958,0,0
1758199959,0,0
1758199960,0,0
1758199961,0,0
1758199962,0,0
1758199963,0,0
1758199964,0,0
1758199965,0,0
1758199966,0,0
1758199967,0,0
1758199968,0,0
1758199969,0,0
1758199970,0,0
1758199971,0,0
1758199972,0,0
1758199973,0,0
1758199974,0,0
1758199975,0,0
1758199976,0,0
1758199977,0,0
1758199978,0,0
1758199979,0,0
1758199980,0,0
1758199981,0,0
1758199982,0,0
1758199983,0,0
1758199984,0,0
1758199985,0,0
1758199986,0,0
1758199987,0,0
1758199988,0,0
1758199989,0,0
1758199990,0,0
1758199991,0,0
1758199992,0,0
1758199993,0,0
1758199994,0,0
1758199995,0,0
1758199996,0,0
1758199997,0,0
1758199998,0,0
1758199999,0,0
1758200000,0,0
1758200001,0,0
1758200002,0,0
1758200003,0,0
1758200004,0,0
1758200005,0,0
1758200006,0,0
1758200007,0,0
1758200008,0,0
1758200009,0,0
1758200010,0,0
1758200011,0,0
1758200012,0,0
1758200013,0,0
1758200014,0,0
1758200015,0,0
1758200016,0,0
1758200017,0,0
1758200018,0,0
1758200019,0,0
1758200020,0,0
1758200021,0,0
1758200022,0,0
1758200023,0,0
1758200024,0,0
1758200025,0,0
1758200026,0,0
1758200027,0,0
1758200028,0,0
1758200029,0,0
1758200030,0,0
1758200031,0,0
1758200032,0,0
1758200033,0,0
1758200034,0,0
1758200035,0,0
1758200036,0,0
1758200037,0,0
1758200038,0,0
1758200039,0,0
1758200040,0,0
1758200041,0,0
1758200042,0,0
1758200043,0,0
1758200044,0,0
1758200045,0,0
1758200046,0,0
1758200047,0,0
1758200048,0,0
1758200049,0,0
1758200050,0,0
1758200051,0,0
1758200052,0,0
1758200053,0,0
1758200054,0,0
1758200055,0,0
1758200056,0,0
1758200057,0,0
1758200058,0,0
1758200059,0,0
1758200060,0,0
1758200061,0,0
1758200062,0,0
1758200063,0,0
1758200064,0,0
1758200065,0,0
1758200066,0,0
1758200067,0,0
1758200068,0,0
1758200069,0,0
1758200070,0,0
1758200071,0,0
1758200072,0,0
1758200073,0,0
1758200074,0,0
1758200075,0,0
1758200076,0,0
1758200077,0,0
1758200078,0,0
1758200079,0,0
1758200080,0,0
1758200081,0,0
1758200082,0,0
1758200083,0,0
1758200084,0,0
1758200085,0,0
1758200086,0,0
1758200087,0,0
1758200088,0,0
1758200089,0,0
1758200090,0,0
1758200091,0,0
1758200092,0,0
1758200093,0,0
1758200094,0,0
1758200095,0,0
1758200096,0,0
1758200097,0,0
1758200098,0,0
1758200099,0,0
1758200100,0,0
1758200101,0,0
1758200102,0,0
1758200103,0,0
1758200104,0,0
1758200105,0,0
1758200106,0,0
1758200107,0,0
1758200108,0,0
1758200109,0,0
1758200110,0,0
1758200111,0,0
1758200112,0,0
1758200113,0,0
1758200114,0,0
1758200115,0,0
1758200116,0,0
1758200117,0,0
1758200118,0,0
1758200119,0,0
1758200120,0,0
1758200121,0,0
1758200122,0,0
1758200123,0,0
1758200124,0,0
1758200125,0,0
1758200126,0,0
1758200127,0,0
1758200128,0,0
1758200129,0,0
1758200130,0,0
1758200131,0,0
1758200132,0,0
1758200133,0,0
1758200134,0,0
1758200135,0,0
1758200136,0,0
1758200137,0,0
1758200138,0,0
1758200139,0,0
1758200140,0,0
1758200141,0,0
1758200142,0,0
1758200143,0,0
1758200144,0,0
1758200145,0,0
1758200146,0,0
1758200147,0,0
1758200148,0,0
1758200149,0,0
1758200150,0,0
1758200151,0,0
1758200152,0,0
1758200153,0,0
1758200154,0,0
1758200155,0,0
1758200156,0,0
1758200157,0,0
1758200158,0,0
1758200159,0,0
1758200160,0,0
1758200161,0,0
1758200162,0,0
1758200163,0,0
1758200164,0,0
1758200165,0,0
1758200166,0,0
1758200167,0,0
1758200168,0,0
1758200169,0,0
1758200170,0,0
1758200171,0,0
1758200172,0,0
1758200173,0,0
1758200174,0,0
1758200175,0,0
1758200176,0,0
1758200177,0,0
1758200178,0,0
1758200179,0,0
1758200180,0,0
1758200181,0,0
1758200182,0,0
1758200183,0,0
1758200184,0,0
1758200185,0,0
1758200186,0,0
1758200187,0,0
1758200188,0,0
1758200189,0,0
1758200190,0,0
1758200191,0,0
1758200192,0,0
1758200193,0,0
1758200194,0,0
1758200195,0,0
1758200196,0,0
1758200197,0,0
1758200198,0,0
1758200199,0,0
1758200200,0,0
1758200201,0,0
1758200202,0,0
1758200203,0,0
1758200204,0,0
1758200205,0,0
1758200206,0,0
1758200207,0,0
1758200208,0,0
1758200209,0,0
1758200210,0,0
1758200211,0,0
1758200212,0,0
1758200213,0,0
1758200214,0,0
1758200215,0,0
1758200216,0,0
1758200217,0,0
1758200218,0,0
1758200219,0,0
1758200220,0,0
1758200221,0,0
1758200222,0,0
1758200223,0,0
1758200224,0,0
1758200225,0,0
1758200226,0,0
1758200227,0,0
1758200228,0,0
1758200229,0,0
1758200230,0,0
1758200231,0,0
1758200232,0,0
1758200233,0,0
1758200234,0,0
1758200235,0,0
1758200236,0,0
1758200237,0,0
1758200238,0,0
1758200239,0,0
1758200240,0,0
1758200241,0,0
1758200242,0,0
1758200243,0,0
1758200244,0,0
1758200245,0,0
1758200246,0,0
1758200247,0,0
1758200248,0,0
1758200249,0,0
1758200250,0,0
1758200251,0,0
1758200252,0,0
1758200253,0,0
1758200254,0,0
1758200255,0,0
1758200256,0,0
1758200257,0,0
1758200258,0,0
1758200259,0,0
1758200260,0,0
1758200261,0,0
1758200262,0,0
1758200263,0,0
1758200264,0,0
1758200265,0,0
1758200266,0,0
1758200267,0,0
1758200268,0,0
1758200269,0,0
1758200270,0,0
1758200271,0,0
1758200272,0,0
1758200273,0,0
1758200274,0,0
1758200275,0,0
1758200276,0,0
1758200277,0,0
1758200278,0,0
1758200279,0,0
1758200280,0,0
1758200281,0,0
1758200282,0,0
1758200283,0,0
1758200284,0,0
1758200285,0,0
1758200286,0,0
